Name,Type,Visible,Description,Default Value
physynth.psbfSlotCap,integer,False,"In PSBF, the maximum number of loads each split net will have (default: 500)",500
physynth.psbfSplitCtrlLoads,boolean,False,"In PSBF, create separate clones for control loads (default: off)",0
physynth.psbfTimingBasedClustering,boolean,False,"In PSBF, cluster loads based on their slacks (default: true)",1
physynth.psbfTopologicalSort,boolean,False,Optimize nets in topological order,0
physynth.psbfUseRoundRobinWithCtrlLoads,boolean,False,"In PSBF, use round robin scheme for distributing control loads (default: off)",0
physynth.psipAllowSlackDegrade,float,False,Allow amount of net slack degradation in ns (default 0.15),0.15
physynth.psipAllowWnsDegrade,float,False,Allow amount of WNS degradation in ns (default 0),0
physynth.psipAtSteps,string,False,"Specifies the steps within placer that physical synthesis should be run. Can be any combination of the following. BEFORE_QPILR,IN_QPILR,GLOBAL_PLACEMENT",BEFORE_QPILR
physynth.psipBRAMOptMarginPct,float,False,Specifies period based margin for DSP flop based optimization (default: 30 (%)),30
physynth.psipBRAMOptNumLimit,integer,False,specifies maxium number of bram cells to be optimized (default: 100) Value should be >= 1 and <= 10000,100
physynth.psipCallPipelinePlacer,boolean,False,Use Pipeline Placer to place pipeline registers (default: off),0
physynth.psipCanPackShape,boolean,False,check shape packing before removing a cell from shape (default: on),1
physynth.psipCompareSTA3Cmd,string,False,Tcl cmd when debugging PISP swithc to sign-off timer,0
physynth.psipCompareSTA4Cmd,string,False,Tcl cmd when debugging PSIP lite timer,None
physynth.psipCompareSTA,boolean,False,Compare lite timer vs sign-off timer endpoints (default off),None
physynth.psipCompareSTAThres,integer,False,Compare slack between lite timer and sign-off timer with slack threshold (default :100),100
physynth.psipDisableCellPlacedOnOtherSLRInMPF,boolean,False,disable cell replication placed on other SLR in PSIP MPF,1
physynth.psipDSPOptMarginPct,float,False,Specifies period based margin for DSP flop based optimization (default: 25 (%)),25
physynth.psipEnableAutoPipeline,integer,False,"Enable Auto Pipeline optimization. (default: 0. 1,3 post partition 2,4 post floorplan 10 post GP)",0
physynth.psipEnableBRAMOpt,boolean,False,enable BRAM register opt in PSIP,1
physynth.psipEnableClkPinDlyCache,boolean,False,Use getClkPinDly cache in PSIP (default: on),1
physynth.psipEnableDSPOpt,boolean,False,enable DSP register opt in PSIP,1
physynth.psipEnableHDNetReplication,boolean,False,enable HD interface net replication in PSIP,1
physynth.psipEnableLUTDecomp,boolean,False,Enable LUT decompositon inside placer,0
physynth.psipEnableLUTDecompPF,boolean,False,Enable LUT decompositon inside placer after floorplan,0
physynth.psipEnableMultiReplace,boolean,False,enable multi instance replace opt in PSIP,0
physynth.psipEnableReplace,boolean,False,enable replace opt in PSIP,0
physynth.psipEnableRetiming,boolean,False,Enable retiming inside Placer,0
physynth.psipEnableSkipRemoveFromShape,boolean,False,enable skipping removeFromShape while cloning flop that is part of LUTFF shape,1
physynth.psipEnableSLRReplication,boolean,False,Enable post floorplan SLR replication (default: off),0
physynth.psipEnableSRLOpt,boolean,False,enable shift register opt in PSIP,1
physynth.psipFanoutThreshold,integer,False,"In PSIP, choose the net with fanout greater than threadhold to work on (default: 1000)",1000
physynth.psipFFtoBRAMDSPMinDly,integer,False,"In PSIP targeted replication of FF -> BRAM/DSP, min delay converted from bbox of all BRAM/DSP loads",400
physynth.psipFoptMinTileLength,integer,False,Set minimum size of the partition (default: 2x2) Value should be >= 1 and <= 1000,2
physynth.psipForceReplicate,boolean,False,Force replication during PSIP (default:off),0
physynth.psipGenerateReport,boolean,False,Generates physynth reports,0
physynth.psipIgnoreAPNets,boolean,False,Ignore Autopipeline nets in placement until doing auto pipelining (default on),1
physynth.psipIncrUpdateExceptions,boolean,False,use lite timer incr-update exceptions (default: on),1
physynth.psipInitPlaceCM,boolean,False,Initial placement of cells to center of mass,0
physynth.psipKeepPLTerms,boolean,False,Do not delete terms in disconn and reuse it in connect,1
physynth.psipLevel2Replication,boolean,False,enable FF->LUT level 2 replication,0
physynth.psipLutCombineSlackCheck,boolean,False,"In PSIP LUT combine mode, check slack prior to pairing LUTs (default: on)",1
physynth.psipLutCombineSlackThresholdInPS,integer,False,"In PSIP LUT combine mode, if slack check is ON, do not pair LUTs with slack less than this threshold in PS (default: 50)",50
physynth.psipLutCombineXdim,integer,False,"In PSIP, choose the x dimension value for rectangular window partitioning (default: 500)",500
physynth.psipLutCombineYdim,integer,False,"In PSIP, choose the y dimension value for rectangular window partitioning (default: 500)",500
physynth.psipLutSharing,boolean,False,PSIP LUT sharing computation (default: off),0
physynth.psipMaxCongLvl,integer,False,Max initial congestion level for PSIP,100
physynth.psipMaxFanout,integer,False,"In PSIP, set max fanout when optimizating high fanout net (default: 250)",250
physynth.psipMaxFanoutNets,boolean,False,Run PSIP on the nets with MAX_FANOUT constraints( default on),1
physynth.psipMaxFanoutNetsLimit,integer,False,max number of nets with MAX_FANOUT constraints (default 200) Value should be >= 1 and <= 10000,200
physynth.psipNetCritSlackTh,float,False,PSIP critical very high fanout net's slack threshold in ns (default: 2.0),2
physynth.psipNumItersInQPILR,integer,False,Number of iterations calling PSIP in QPILR (default: 1),1
physynth.psipNumPlacerIters,integer,False,Sets the number of iterations of placer in PSIP (default: 1),1
physynth.psipOnlyCloneFF,boolean,False,Only clone FF in PSIP (default: off),1
physynth.psipOptMergeNets,boolean,False,Work on merged nets by opt_design,1
physynth.psipOptMergeNetsLimit,integer,False,max number of nets limit for merged nets (default 1000) Value should be >= 1 and <= 100000,1000
physynth.psipPipelineBudget,boolean,False,Relax pipleline net budget for auto pipelining (default off),0
physynth.psipPipelineSimplePlacement,integer,False,Use simple placement on the created pipeline registers (default: 1),1
physynth.psipReplFFtoBRAMDSP,boolean,False,In PSIP replicate FF -> BRAM/DSP connections (default: on),1
physynth.psipReplMinTileLength,integer,False,Set minimum size of the partition (default: 21x21) Value should be >= 1 and <= 1000,21
physynth.psipRepltoLUTRAM,boolean,False,In PSIP replicate FF -> LutRam connections ( default: off),0
physynth.psipRetimingNet,string,False,Set a target net for retiming,None
physynth.psipRunFullSimPL,boolean,False,Run full SimPL loops to spread after PSIP (default off),0
physynth.psipRunSimPLAnchorWeightMultiplier,float,False,Specify anchor weight multiplier for additional SimPL after PSIP,0
physynth.psipRunSimPL,boolean,False,Run additional SimPL loops to spread after PSIP,1
physynth.psipSLRReplicationSimplePlacement,boolean,False,Use simple placement on the replicated registers (default: on),1
physynth.psipSRLOptMarginPct,float,False,Specifies period based margin for SRL register optimization (default: 25 (%)),25
physynth.psipTargetNetsLimit,integer,False,Limit number of targeted nets to BRAM/DSP/URAM (default: 200) Value should be >= 1 and <= 10000,None
physynth.psipTargetNet,string,False,Target specific net,200
physynth.psipUpstreamNets,boolean,False,Replicate upstream FFs in PSIP for VHFN nets (default on),1
physynth.psipUseOldRetiming,boolean,False,Use old retiming inside Placer,0
physynth.psipUseOptimalLoc,boolean,False,"In PSIP, use optimal location finder (default: on)",1
physynth.psipUserMaxFanout,boolean,False,Run PSIP on the nets with USER_MAX_FANOUT constraints( default off),0
physynth.readReplayFile,string,False,Read replay from the file and run it in phys_opt_design (default empty string,None
physynth.rebuildShapeDB,integer,False,"rebuild shapeDB in phys_opt_design flow, 0: don't; 1: rebuild; 2: delete; 3: delete LUTM (default: 3)",3
physynth.renameRelatedFlopForEC,boolean,False,Rename flops fanning into retimed LUT (default: off),0
physynth.replAcceptStop,integer,False,Specify the number of successful operation (default: -1),-1
physynth.replaceAgainAtEnd,boolean,False,Perform replace opt again at the end for default and explore flow,0
physynth.replaceCheckEstDlyB4Route,boolean,False,Check estimated delay for improvement before trying route,0
physynth.replaceEarlyExit,boolean,False,Enables early exit (default: on),1
physynth.replaceEarlyExitPerc,float,False,Early exit margin perce definition,0.005
physynth.replaceEnableSRL,boolean,False,Enables rePlacing of SRLs in post-place mode,1
physynth.replaceEnableSRLPR,boolean,False,Enables rePlacing of SRLs in post-route mode,1
physynth.replaceFlopToFlop,boolean,False,Replace Flop to Flop.,1
physynth.replaceForceCommit,boolean,False,Enables force commit (default: off),0
physynth.replaceGetCandidatesFromPaths,boolean,False,Use WNS Timing Paths to get candidates,0
physynth.replaceHoldCost,boolean,False,Enables hold cost when commit (default: on),1
physynth.replaceImpDelta,float,False,Set delta for minimum improvement when checking for timing improvement in rePlace (default: 0.001),0.001
physynth.replaceIncrPlaceFastMode,boolean,False,Use new fast mode for incrPlace,1
physynth.replaceLocCheck,boolean,False,Enables loc check,0
physynth.replaceLocCheckPR,boolean,False,Enables loc check in post-route mode,1
physynth.replaceMaxEarlyExitMargin,float,False,Max period based margin for early exit segment,0.001
physynth.replaceMaxIterCount,integer,False,Max Iteration of the run in PS (default: 1),1
physynth.replaceMaxIterCountPR,integer,False,Max Iteration of the run in PRPS (default: 5000),5000
physynth.replaceMinPeriodBasedMarginVal,float,False,Minimum period based margin to use (default: 0.0 ns),0
physynth.replaceNeighbors,boolean,False,Replace neighbor instances.,0
physynth.replaceNeighborsPostPlace,boolean,False,Replace neighbor instances.,0
physynth.replaceNewInterleavedFlow,boolean,False,Enable/disable the new interleaved flow,1
physynth.replaceNumNetLimit,integer,False,Specifies number of nets to be optimized (default: 100) Value should be >= 1 and <= 10000,100
physynth.replaceNumPathsToGetCandidatesFrom,integer,False,Num timing paths to get candidates from for each clock group,5
physynth.replacePathExplore,boolean,False,Replace critical path fanin/fanout instance,1
physynth.replacePeriodBasedMarginPct,float,False,Specifies period based margin (default: 3 (%)),3
physynth.replacePinSwap,integer,False,Consider pinswap as part of replace optimization (default: 0),0
physynth.replacePinSwapOnlyIfNeeded,boolean,False,Do pinswap only when rePlace does not improve timing (default: off),0
physynth.replacePinSwapPostRoute,integer,False,Consider pinswap as part of replace optimization (default: 2),2
physynth.replaceSupport,boolean,False,Enables replace optimization (default: on),1
physynth.replaceSupportPSIR,boolean,False,Enables replace optimization in PSIR (default: on),1
physynth.replaceUndoLimitPSIR,integer,False,The limit of maxium number of replace undos performed in PSIR (default 1).,1
physynth.replBinStart,integer,False,Specify the index of bin to work on (default: -1),-1
physynth.replCheckPinSlack,boolean,False,Check pin slacks before comitting each change which gives timing improvement in replication (default: off),0
physynth.replCritSinkOnly,integer,False,Make replication works on only the most critical sink (default: 1),1
physynth.replEarlyExit,boolean,False,Enables early exit (default: on),1
physynth.replEarlyExitPerc,float,False,Early exit margin perce definition,0.005
physynth.replEnableGreedyProximityClusterer,boolean,False,Enable simple bottom-up greedy clustering (default: on),1
physynth.replEnableNetCache,boolean,False,Enables net cache to determine work ont he net in recursion or not (default: on),1
physynth.replEnableRSAPartitioner,boolean,False,Enable RSA based clustering approach (default: off),0
physynth.replFaninSlackMarginPct,integer,False,Specifies the percent (of longest critical path) used to impose no-degradation on the fanin side of HFN driver. (default: 2 (%) ),2
physynth.replFindWorstFaninAtStart,boolean,False,Find the worst driver to unplace at the start (default: off),0
